,STATE,ZIPCODE,NUMBER OF RETURNS,NUMBER OF RETURNS WITH TOTAL INCOME,TOTAL INCOME AMOUNT,NUMBER OF RETURNS WITH SALARIES AND WAGES,SALARIES AND WAGES AMOUNT,city,address,lat,long,categories,name
3239,CA,95317,330.0,330.0,17284.0,300.0,11559.0,,,,,,
3240,CA,95318,270.0,270.0,12759.0,240.0,10387.0,,,,,,
3241,CA,95319,1020.0,1020.0,36224.0,930.0,27603.0,,,,,,
3242,CA,95320,5520.0,5520.0,419446.0,4590.0,263359.0,,,,,,
3243,CA,95321,1690.0,1690.0,119186.0,1010.0,43978.0,,,,,,
3244,CA,95322,3900.0,3900.0,179492.0,3370.0,137968.0,,,,,,
3245,CA,95323,520.0,520.0,41267.0,450.0,22825.0,,,,,,
3246,CA,95324,3060.0,3060.0,187095.0,2620.0,128424.0,,,,,,
3247,CA,95326,4520.0,4520.0,315031.0,3760.0,201012.0,,,,,,
3248,CA,95327,2560.0,2560.0,140349.0,1870.0,85189.0,,,,,,
3249,CA,95328,1580.0,1580.0,60639.0,1450.0,52347.0,,,,,,
3250,CA,95329,1000.0,1000.0,62936.0,700.0,38472.0,,,,,,
3251,CA,95330,9900.0,9900.0,592819.0,8850.0,492160.0,,,,,,
3252,CA,95333,1080.0,1080.0,56209.0,940.0,35311.0,,,,,,
3253,CA,95334,6470.0,6470.0,250613.0,5920.0,205566.0,,,,,,
3254,CA,95335,140.0,140.0,5938.0,90.0,2996.0,,,,,,
3255,CA,95336,21050.0,21050.0,1292817.0,17040.0,873045.0,,,,,,
3256,CA,95337,16500.0,16500.0,1074579.0,14310.0,854546.0,,,,,,
3257,CA,95338,4460.0,4460.0,256722.0,3070.0,141320.0,,,,,,
3258,CA,95340,13240.0,13240.0,824444.0,10940.0,529723.0,,,,,,
3259,CA,95341,11140.0,11140.0,375188.0,10180.0,304722.0,,,,,,
3260,CA,95345,330.0,330.0,15509.0,260.0,10359.0,,,,,,
3261,CA,95346,510.0,510.0,30414.0,360.0,15355.0,,,,,,
3262,CA,95348,11690.0,11690.0,532712.0,10230.0,410132.0,,,,,,
3263,CA,95350,22370.0,22370.0,1138515.0,18550.0,814109.0,,,,,,
3264,CA,95351,17070.0,17070.0,585081.0,15420.0,486820.0,,,,,,
3265,CA,95354,10480.0,10480.0,484980.0,9080.0,355249.0,Modesto,3173 Del Este,,,brewery,Wonky & Wry Brewing Co
3266,CA,95355,25430.0,25430.0,1629898.0,21240.0,1193751.0,,,,,,
3267,CA,95356,14000.0,14000.0,1211554.0,11510.0,760074.0,,,,,,
3268,CA,95357,6010.0,6010.0,428376.0,5110.0,274640.0,,,,,,
3269,CA,95358,12690.0,12690.0,628008.0,11050.0,435415.0,,,,,,
3270,CA,95360,5150.0,5150.0,242190.0,4580.0,197179.0,,,,,,
3271,CA,95361,14280.0,14280.0,1030620.0,11510.0,687478.0,Oakdale,944 Shepard Ct C,37.757318,-120.839406,brewery,Last Call Brewing Co
3272,CA,95361,14280.0,14280.0,1030620.0,11510.0,687478.0,Oakdale,944 Shepard CT C,37.757318,-120.839406,brewery,Last Call Brewing Co
3273,CA,95363,11420.0,11420.0,611904.0,10100.0,480319.0,,,,,,
3274,CA,95364,100.0,100.0,5678.0,70.0,2478.0,,,,,,
3275,CA,95365,1800.0,1800.0,59030.0,1730.0,49548.0,,,,,,
3276,CA,95366,7820.0,7820.0,753652.0,6370.0,482071.0,,,,,,
3277,CA,95367,10330.0,10330.0,548361.0,9210.0,440804.0,,,,,,
3278,CA,95368,6380.0,6380.0,347533.0,5800.0,290721.0,,,,,,
3279,CA,95369,370.0,370.0,21810.0,280.0,13044.0,,,,,,
3280,CA,95370,11780.0,11780.0,722069.0,8590.0,423536.0,,,,,,
3281,CA,95372,1160.0,1160.0,64622.0,900.0,43352.0,,,,,,
3282,CA,95374,670.0,670.0,32679.0,560.0,21302.0,,,,,,
3283,CA,95376,23530.0,23530.0,1333939.0,20730.0,1107399.0,Tracy,1885 N Macarthur Dr,37.749,-121.4102,brewery,Morgan Territory Brewing
3284,CA,95377,13820.0,13820.0,1035648.0,12270.0,863521.0,,,,,,
3285,CA,95379,1790.0,1790.0,102904.0,1440.0,63134.0,,,,,,
3286,CA,95380,16100.0,16100.0,753168.0,14070.0,555557.0,Turlock,3100 Spengler Way,37.484303,-120.883544,brewery,Dust Bowl Brewing
3287,CA,95380,16100.0,16100.0,753168.0,14070.0,555557.0,Turlock,200 W Main St,,,brewery,Dust Bowl Brewing Co. Downtown Taproom
3288,CA,95380,16100.0,16100.0,753168.0,14070.0,555557.0,Turlock,1190 E F St,37.49104000000001,-120.836404,brewery,Stanislaus Brewing Co
3289,CA,95380,16100.0,16100.0,753168.0,14070.0,555557.0,Turlock,3000 Fulkerth Rd,37.507149,-120.882974,brewery,Dust Bowl Brewing Co
3290,CA,95380,16100.0,16100.0,753168.0,14070.0,555557.0,Turlock,1127 Yosemite St,37.502264,-120.831651,brewery,Stanislaus Brewing Co
3291,CA,95382,15520.0,15520.0,1058877.0,13140.0,763508.0,,,,,,
3292,CA,95383,2030.0,2030.0,139764.0,1380.0,71947.0,,,,,,
3293,CA,95385,140.0,140.0,7014.0,130.0,3958.0,,,,,,
3294,CA,95386,4150.0,4150.0,207668.0,3730.0,161784.0,,,,,,
3295,CA,95387,560.0,560.0,21344.0,520.0,15272.0,,,,,,
3296,CA,95388,4830.0,4830.0,178442.0,4350.0,140925.0,,,,,,
3297,CA,95389,680.0,680.0,29872.0,630.0,23733.0,,,,,,
3298,CA,95391,6290.0,6290.0,649078.0,5770.0,577783.0,,,,,,
3299,CA,95401,17190.0,17190.0,1064522.0,14500.0,736646.0,Santa Rosa,1305 Cleveland Ave,,,brewery,Fogbelt Brewing Company
3300,CA,95401,17190.0,17190.0,1064522.0,14500.0,736646.0,Santa Rosa,1305 Cleveland Avenue,38.449158,-122.72696,brewery,Fogbelt Brewing Company
3301,CA,95403,19720.0,19720.0,1420671.0,16300.0,946879.0,Santa Rosa,981 Airway Ct,38.47522521,-122.7358022,brewery,Cooperage Brewing Company
3302,CA,95403,19720.0,19720.0,1420671.0,16300.0,946879.0,Santa Rosa,2357 Moonlight Way,38.4566,-122.7629,brewery,Third Bay Brewing Co
3303,CA,95403,19720.0,19720.0,1420671.0,16300.0,946879.0,Santa Rosa,981 Airway Ct Ste G,,,brewery,Cooperage Brewing Company
3304,CA,95403,19720.0,19720.0,1420671.0,16300.0,946879.0,Santa Rosa,3334 Industrial Dr,38.47626500000001,-122.74013,brewery,Plow Brewing Company
3305,CA,95404,18000.0,18000.0,1629625.0,14270.0,982101.0,Santa Rosa,1351 Maple Ave,38.4344,-122.7009,brewery,Sonoma Springs Brewing Co
3306,CA,95405,11310.0,11310.0,985620.0,8750.0,612777.0,,,,,,
3307,CA,95407,17930.0,17930.0,833682.0,16000.0,685008.0,Santa Rosa,322 Bellevue Ave,,,brewery,Henhouse Brewing Company
3308,CA,95407,17930.0,17930.0,833682.0,16000.0,685008.0,Santa Rosa,2870 Duke Ct,38.4083,-122.7224,brewery,Seismic Brewing Co
3309,CA,95409,13930.0,13930.0,1251606.0,9020.0,656246.0,,,,,,
3310,CA,95410,380.0,380.0,26011.0,210.0,7997.0,,,,,,
3311,CA,95415,640.0,640.0,29103.0,500.0,17051.0,,,,,,
3312,CA,95421,610.0,610.0,39521.0,410.0,20241.0,,,,,,
3313,CA,95422,4610.0,4610.0,150266.0,3810.0,111843.0,,,,,,
3314,CA,95423,1350.0,1350.0,61967.0,860.0,31316.0,,,,,,
3315,CA,95425,5180.0,5180.0,346246.0,4100.0,225944.0,Cloverdale,131 E 1st St,,,brewery,Cloverdale Ale Co
3316,CA,95426,700.0,700.0,41360.0,530.0,28144.0,,,,,,
3317,CA,95427,180.0,180.0,12586.0,100.0,3960.0,,,,,,
3318,CA,95428,780.0,780.0,27327.0,510.0,14859.0,,,,,,
3319,CA,95430,120.0,120.0,6274.0,70.0,2911.0,,,,,,
3320,CA,95432,190.0,190.0,11121.0,110.0,3218.0,,,,,,
3321,CA,95435,250.0,250.0,8807.0,220.0,6944.0,,,,,,
3322,CA,95436,2830.0,2830.0,204595.0,2060.0,122804.0,,,,,,
3323,CA,95437,6450.0,6450.0,318250.0,4790.0,175953.0,Fortbragg,444 N Main St,39.446358,-123.80553,brewery,North Coast Brewing Co
3324,CA,95437,6450.0,6450.0,318250.0,4790.0,175953.0,Fort Bragg,501 N Main St A-B,,,brewery,North Coast Brewing Co Store
3325,CA,95437,6450.0,6450.0,318250.0,4790.0,175953.0,Fort Bragg,123 E Pine St,39.4468,-123.8053,brewery,North Coast Brewing Co INC
3326,CA,95437,6450.0,6450.0,318250.0,4790.0,175953.0,Fort Bragg,18660 N Highway 1,,,brewery,North Coast Brewing Co Inc
3327,CA,95439,490.0,490.0,36493.0,390.0,19771.0,,,,,,
3328,CA,95441,1190.0,1190.0,91001.0,990.0,54205.0,,,,,,
3329,CA,95442,1530.0,1530.0,161529.0,1050.0,67739.0,,,,,,
3330,CA,95444,700.0,700.0,50691.0,490.0,26472.0,,,,,,
3331,CA,95445,1390.0,1390.0,111181.0,820.0,42578.0,,,,,,
3332,CA,95446,2320.0,2320.0,131744.0,1660.0,82183.0,,,,,,
3333,CA,95448,8730.0,8730.0,950868.0,6560.0,439465.0,Healdsburg,36A Mill St,,,brewery,Sonoma Cider
3334,CA,95448,8730.0,8730.0,950868.0,6560.0,439465.0,Healdsburg,1670 Stirrup Loop,,,brewery,Healdsburg Beer Co
3335,CA,95449,710.0,710.0,37244.0,580.0,24133.0,,,,,,
3336,CA,95450,170.0,170.0,10846.0,100.0,4541.0,Jenner,3 La Croix Des Ruelles,49.085255,1.893722,brewery,Ferme-brasserie Du Vexin
3337,CA,95451,4610.0,4610.0,242380.0,3450.0,154802.0,,,,,,
3338,CA,95452,790.0,790.0,101461.0,510.0,40487.0,,,,,,
3339,CA,95453,4800.0,4800.0,264328.0,3600.0,163412.0,,,,,,
3340,CA,95454,970.0,970.0,36550.0,520.0,14763.0,,,,,,
3341,CA,95456,360.0,360.0,22036.0,190.0,7262.0,,,,,,
3342,CA,95457,1450.0,1450.0,68948.0,1110.0,45088.0,,,,,,
3343,CA,95458,960.0,960.0,37568.0,730.0,23640.0,,,,,,
3344,CA,95459,220.0,220.0,10982.0,140.0,4706.0,,,,,,
3345,CA,95460,1460.0,1460.0,108181.0,850.0,35142.0,,,,,,
3346,CA,95461,1470.0,1470.0,78950.0,1150.0,53769.0,,,,,,
3347,CA,95462,570.0,570.0,31406.0,380.0,18139.0,,,,,,
3348,CA,95464,850.0,850.0,29895.0,670.0,20040.0,,,,,,
3349,CA,95465,1070.0,1070.0,105117.0,660.0,40873.0,,,,,,
3350,CA,95466,600.0,600.0,34387.0,480.0,17137.0,,,,,,
3351,CA,95467,2260.0,2260.0,150906.0,1740.0,104884.0,,,,,,
3352,CA,95468,630.0,630.0,27592.0,420.0,12584.0,,,,,,
3353,CA,95469,730.0,730.0,43023.0,510.0,24020.0,,,,,,
3354,CA,95470,2550.0,2550.0,153443.0,1950.0,96257.0,,,,,,
3355,CA,95471,210.0,210.0,9370.0,180.0,7549.0,,,,,,
3356,CA,95472,13280.0,13280.0,1201238.0,9050.0,579984.0,Sebastopol,268 Petaluma Ave,38.4007228,-122.8223353,brewery,The Powerhouse Brewing Company
3357,CA,95476,15700.0,15700.0,1554034.0,10990.0,781747.0,Sonoma,19449 Riverside Dr Ste 101,,,brewery,Sonoma Springs Brewing Company
3358,CA,95476,15700.0,15700.0,1554034.0,10990.0,781747.0,Sonoma,2475 Fremont Dr,38.2441,-122.4318,brewery,Carneros Brewing Co
3359,CA,95476,15700.0,15700.0,1554034.0,10990.0,781747.0,Sonoma,22985 Burndale Rd,,,brewery,Carneros Brewing Company
3360,CA,95482,13200.0,13200.0,742380.0,10560.0,469815.0,Ukiah,1252 Airport Park Blvd,39.128884,-123.199264,brewery,Mendocino Brewing Ale House
3361,CA,95485,1030.0,1030.0,42683.0,780.0,28832.0,,,,,,
3362,CA,95490,5370.0,5370.0,250686.0,3910.0,160506.0,,,,,,
3363,CA,95492,13990.0,13990.0,1135918.0,11710.0,796109.0,Windsor,9000 Windsor Rd #A,,,brewery,Old Redwood Brewing Company
3364,CA,95492,13990.0,13990.0,1135918.0,11710.0,796109.0,Windsor,9000 Windsor Rd,,,brewery,Old Redwood Brewing Company
3365,CA,95494,130.0,130.0,10116.0,80.0,2815.0,,,,,,
3366,CA,95497,250.0,250.0,39571.0,100.0,8468.0,,,,,,
3367,CA,95501,9030.0,9030.0,396804.0,7340.0,266424.0,Eureka,123 W 3rd St,40.802549,-124.174101,brewery,Lost Coast Brew House
3368,CA,95501,9030.0,9030.0,396804.0,7340.0,266424.0,Eureka,1600 Sunset Dr,40.767407,-124.189112,brewery,Lost Coast Brewery & Cafe
3369,CA,95503,9780.0,9780.0,583680.0,7450.0,340998.0,,,,,,
3370,CA,95519,7650.0,7650.0,448145.0,5850.0,279682.0,,,,,,
3371,CA,95521,7620.0,7620.0,340746.0,6210.0,205443.0,Arcata,550 S G Saint 6,40.85693300000001,-124.088574,brewery,Redwood Curtain Brewing Co
3372,CA,95521,7620.0,7620.0,340746.0,6210.0,205443.0,Arcata,550 S G St,,,brewery,Redwood Curtain Brewing Company
3373,CA,95521,7620.0,7620.0,340746.0,6210.0,205443.0,Arcata,550 S G St 6,,,brewery,Redwood Curtain Brewing Co
3374,CA,95524,980.0,980.0,94718.0,630.0,38533.0,,,,,,
3375,CA,95525,840.0,840.0,43516.0,600.0,26314.0,Bluelake,101 Taylor Way,40.878589,-123.99193,brewery,Mad River Brewing Co Tstng Rm
3376,CA,95525,840.0,840.0,43516.0,600.0,26314.0,Blue Lake,195 Taylor Way,,,brewery,Mad River Tasting Room
3377,CA,95526,160.0,160.0,6472.0,90.0,2712.0,,,,,,
3378,CA,95527,120.0,120.0,5098.0,70.0,2387.0,,,,,,
3379,CA,95528,370.0,370.0,20099.0,230.0,8864.0,,,,,,
3380,CA,95531,7890.0,7890.0,383819.0,6250.0,248411.0,,,,,,
3381,CA,95536,1250.0,1250.0,82032.0,810.0,38088.0,,,,,,
3382,CA,95537,130.0,130.0,4022.0,100.0,2647.0,,,,,,
3383,CA,95540,5630.0,5630.0,310095.0,4320.0,194456.0,,,,,,
3384,CA,95542,880.0,880.0,52907.0,430.0,12821.0,,,,,,
3385,CA,95543,260.0,260.0,15833.0,160.0,7628.0,,,,,,
3386,CA,95546,1040.0,1040.0,34347.0,870.0,27903.0,,,,,,
3387,CA,95547,550.0,550.0,38867.0,390.0,20627.0,,,,,,
3388,CA,95548,380.0,380.0,13336.0,290.0,9554.0,,,,,,
3389,CA,95549,310.0,310.0,24545.0,210.0,10978.0,,,,,,
3390,CA,95551,670.0,670.0,33323.0,530.0,22039.0,,,,,,
3391,CA,95552,130.0,130.0,5203.0,60.0,1999.0,,,,,,
3392,CA,95553,350.0,350.0,13916.0,160.0,4922.0,,,,,,
3393,CA,95554,140.0,140.0,4818.0,60.0,1696.0,,,,,,
3394,CA,95555,120.0,120.0,4257.0,100.0,2949.0,,,,,,
3395,CA,95556,190.0,190.0,6894.0,120.0,4174.0,,,,,,
3396,CA,95558,170.0,170.0,7414.0,90.0,2850.0,,,,,,
3397,CA,95560,1020.0,1020.0,47648.0,440.0,11565.0,,,,,,
3398,CA,95562,1160.0,1160.0,47257.0,900.0,32782.0,,,,,,
3399,CA,95563,210.0,210.0,9506.0,110.0,4798.0,,,,,,
3400,CA,95564,160.0,160.0,5533.0,130.0,4417.0,,,,,,
3401,CA,95565,370.0,370.0,14330.0,310.0,10659.0,,,,,,
3402,CA,95567,830.0,830.0,43987.0,660.0,26179.0,,,,,,
3403,CA,95570,1130.0,1130.0,74767.0,670.0,29336.0,,,,,,
3404,CA,95573,690.0,690.0,40467.0,440.0,16666.0,,,,,,
3405,CA,95585,130.0,130.0,2957.0,70.0,1349.0,,,,,,
3406,CA,95589,470.0,470.0,22177.0,200.0,6374.0,,,,,,
3407,CA,95601,150.0,150.0,8604.0,110.0,5414.0,,,,,,
3408,CA,95602,8160.0,8160.0,697651.0,5600.0,363764.0,Auburn,13395 New Airport Rd,38.95220872,-121.0804403,brewery,Knee Deep Brewing Co.
3409,CA,95602,8160.0,8160.0,697651.0,5600.0,363764.0,Auburn,12970 Earhart Ave Ste 100,,,brewery,Moonraker Brewing Company
3410,CA,95602,8160.0,8160.0,697651.0,5600.0,363764.0,Auburn,12970 Earhart Ave,,,brewery,Moonraker Brewing Company
3411,CA,95602,8160.0,8160.0,697651.0,5600.0,363764.0,Auburn,13395 New Airport Rd Ste H,,,brewery,Knee Deep Brewing Co.
3412,CA,95603,12570.0,12570.0,961517.0,9120.0,569205.0,Auburn,195 Harrison Ave,38.9022529,-121.0677994,brewery,Power Club
3413,CA,95603,12570.0,12570.0,961517.0,9120.0,569205.0,Auburn,195 Harrison Ave Ste B,,,brewery,Power Club
3414,CA,95603,12570.0,12570.0,961517.0,9120.0,569205.0,Auburn,520 Grass Valley Hwy,38.9098,-121.0771,brewery,Brewing Crooked Lane
3415,CA,95603,12570.0,12570.0,961517.0,9120.0,569205.0,Auburn,536 Grass Valley Hwy,,,brewery,Crooked Lane Brewing Co.
3416,CA,95604,1670.0,1670.0,118235.0,1130.0,60973.0,,,,,,
3417,CA,95605,5750.0,5750.0,255484.0,5020.0,205492.0,,,,,,
3418,CA,95606,120.0,120.0,39939.0,90.0,5299.0,,,,,,
3419,CA,95607,120.0,120.0,7384.0,80.0,5171.0,,,,,,
3420,CA,95608,28570.0,28570.0,2265826.0,21640.0,1354373.0,,,,,,
3421,CA,95610,20990.0,20990.0,1051475.0,17170.0,783104.0,,,,,,
3422,CA,95612,650.0,650.0,83437.0,500.0,30417.0,,,,,,
3423,CA,95614,1920.0,1920.0,158999.0,1360.0,94942.0,,,,,,
3424,CA,95615,430.0,430.0,21972.0,370.0,15782.0,,,,,,
3425,CA,95616,15930.0,15930.0,1478608.0,12740.0,863176.0,Davis,1606 Olive Dr,38.5446,-121.7323,brewery,Dunloe Brewing LLC
3426,CA,95618,10800.0,10800.0,1255722.0,8930.0,822670.0,,,,,,
3427,CA,95619,2590.0,2590.0,148787.0,1920.0,92891.0,Diamond Springs,552 Pleasant Valley Rd,38.6945,-120.8142,brewery,Solid Ground Brewing
3428,CA,95620,9930.0,9930.0,636008.0,8600.0,478190.0,,,,,,
3429,CA,95621,20270.0,20270.0,983918.0,16060.0,724550.0,,,,,,
3430,CA,95623,2230.0,2230.0,154510.0,1640.0,97808.0,,,,,,
3431,CA,95624,27960.0,27960.0,2005475.0,23290.0,1462688.0,Elk Grove,9824 Dino Dr 150,38.4001,-121.357,brewery,Waterman Brewing Co LLC
3432,CA,95625,200.0,200.0,12571.0,150.0,8991.0,,,,,,
3433,CA,95626,2680.0,2680.0,152271.0,2130.0,107229.0,,,,,,
3434,CA,95627,1700.0,1700.0,92213.0,1500.0,71434.0,,,,,,
3435,CA,95628,20760.0,20760.0,1818378.0,15580.0,1121341.0,Fair Oaks,10149 Fair Oaks Blvd,38.6413,-121.2703,brewery,Fair Oaks Brew Haus & Supply
3436,CA,95629,440.0,440.0,29754.0,290.0,17463.0,,,,,,
3437,CA,95630,31900.0,31900.0,3436575.0,26220.0,2539175.0,Folsom,718 Sutter St,38.677498,-121.1771,brewery,Lockdown Brewing Co.
3438,CA,95630,31900.0,31900.0,3436575.0,26220.0,2539175.0,Folsom,802 Reading St,,,brewery,Red Bus Brewing Co
3439,CA,95630,31900.0,31900.0,3436575.0,26220.0,2539175.0,Folsom,317 Leidesdorff St,38.6807,-121.1728,brewery,Lock Down Brewing Co.
3440,CA,95631,2850.0,2850.0,195097.0,2090.0,125161.0,Foresthill,24482 Main St,39.0196,-120.8183,brewery,Stone's Brew
3441,CA,95632,13450.0,13450.0,788534.0,11510.0,614079.0,,,,,,
3442,CA,95633,1370.0,1370.0,83481.0,980.0,50347.0,,,,,,
3443,CA,95634,1350.0,1350.0,78749.0,890.0,44422.0,,,,,,
3444,CA,95635,520.0,520.0,31186.0,380.0,20931.0,,,,,,
3445,CA,95636,410.0,410.0,21945.0,290.0,14210.0,,,,,,
3446,CA,95637,130.0,130.0,7487.0,100.0,4303.0,,,,,,
3447,CA,95638,1010.0,1010.0,74980.0,810.0,51351.0,,,,,,
3448,CA,95639,140.0,140.0,7572.0,110.0,5015.0,,,,,,
3449,CA,95640,3670.0,3670.0,218894.0,2840.0,148223.0,,,,,,
3450,CA,95641,810.0,810.0,40729.0,620.0,26760.0,,,,,,
3451,CA,95642,3540.0,3540.0,245815.0,2490.0,125220.0,,,,,,
3452,CA,95645,690.0,690.0,33372.0,600.0,24912.0,,,,,,
3453,CA,95648,24180.0,24180.0,2008585.0,16430.0,1146639.0,Lincoln,645 5th St,38.8918,-121.2921,brewery,Beermann's Brewery LLC
3454,CA,95648,24180.0,24180.0,2008585.0,16430.0,1146639.0,Lincoln,600 Wise Rd,38.9244,-121.2687,brewery,Goathouse Brewing Co
3455,CA,95650,6350.0,6350.0,829748.0,4780.0,449738.0,Loomis,3277 Swetzer Rd,,,brewery,Loomis Basin Brewing Company
3456,CA,95651,380.0,380.0,41320.0,270.0,18518.0,,,,,,
3457,CA,95652,260.0,260.0,9730.0,240.0,8256.0,,,,,,
3458,CA,95653,250.0,250.0,9931.0,240.0,8658.0,,,,,,
3459,CA,95655,1770.0,1770.0,133013.0,1570.0,106530.0,,,,,,
3460,CA,95658,3140.0,3140.0,356789.0,2210.0,170412.0,Newcastle,5100 Virginiatown Rd,38.901,-121.2107,brewery,Hillenbrand Farmhaus Brewery
3461,CA,95659,310.0,310.0,22966.0,210.0,12149.0,,,,,,
3462,CA,95660,13690.0,13690.0,480336.0,11420.0,376257.0,,,,,,
3463,CA,95661,15060.0,15060.0,1376201.0,11830.0,925823.0,,,,,,
3464,CA,95662,15560.0,15560.0,1089015.0,12140.0,736057.0,,,,,,
3465,CA,95663,1380.0,1380.0,139826.0,1000.0,85514.0,,,,,,
3466,CA,95664,650.0,650.0,55306.0,480.0,34670.0,,,,,,
3467,CA,95665,2090.0,2090.0,133724.0,1420.0,73554.0,,,,,,
3468,CA,95666,2250.0,2250.0,130343.0,1330.0,65444.0,,,,,,
3469,CA,95667,16650.0,16650.0,1162816.0,11930.0,705376.0,Placerville,640 Main St,,,brewery,Outbreak Brewing Co
3470,CA,95667,16650.0,16650.0,1162816.0,11930.0,705376.0,Placerville,155 Placerville Dr,38.7257,-120.8365,brewery,Placerville Brewing Co Llc
3471,CA,95668,360.0,360.0,25198.0,280.0,14688.0,,,,,,
3472,CA,95669,1190.0,1190.0,86353.0,890.0,50480.0,Plymouth,9659 Main St,38.480506,-120.85336399999998,brewery,Amador Brewing Co
3473,CA,95670,25530.0,25530.0,1552840.0,20890.0,1093186.0,,,,,,
3474,CA,95672,2190.0,2190.0,219496.0,1610.0,139205.0,,,,,,
3475,CA,95673,6730.0,6730.0,328567.0,5550.0,245441.0,,,,,,
3476,CA,95674,360.0,360.0,27609.0,300.0,17510.0,,,,,,
3477,CA,95675,120.0,120.0,4493.0,80.0,2714.0,,,,,,
3478,CA,95677,12420.0,12420.0,996099.0,10060.0,694322.0,,,,,,
3479,CA,95678,20670.0,20670.0,1377517.0,17270.0,1036659.0,Roseville,240 Vernon St,,,brewery,The Monk's Cellar
3480,CA,95678,20670.0,20670.0,1377517.0,17270.0,1036659.0,Roseville,711 Pleasant Grove Blvd,,,brewery,Lazy Daze Brewery
3481,CA,95678,20670.0,20670.0,1377517.0,17270.0,1036659.0,Roseville,501 Derek Pl,,,brewery,Roseville Brewing Company
3482,CA,95681,570.0,570.0,28485.0,450.0,20451.0,,,,,,
3483,CA,95682,14460.0,14460.0,1224986.0,11030.0,789755.0,,,,,,
3484,CA,95683,3170.0,3170.0,373734.0,2130.0,194885.0,,,,,,
3485,CA,95684,1210.0,1210.0,73192.0,830.0,44530.0,,,,,,
3486,CA,95685,2210.0,2210.0,151677.0,1510.0,84250.0,,,,,,
3487,CA,95686,480.0,480.0,19090.0,420.0,14784.0,,,,,,
3488,CA,95687,28900.0,28900.0,1941457.0,24320.0,1484764.0,Vacaville,314 Plantation Way,38.33782100000001,-121.959456,brewery,Bell Family Brewery Inc
3489,CA,95688,17730.0,17730.0,1501858.0,14680.0,1047631.0,Vacaville,2006 Pinecrest CT,38.3808,-121.993,brewery,Solano Brewing Co LLC
3490,CA,95689,640.0,640.0,49142.0,410.0,22919.0,,,,,,
3491,CA,95690,1100.0,1100.0,64086.0,910.0,43668.0,,,,,,
3492,CA,95691,16930.0,16930.0,1123156.0,14520.0,879627.0,W Sacramento,2534 Industrial Blvd,,,brewery,Bike Dog Brewing Co.
3493,CA,95691,16930.0,16930.0,1123156.0,14520.0,879627.0,West Sacramento,1315 Terminal St,38.57197072,-121.5412626,brewery,Jackrabbit Brewing Company
3494,CA,95691,16930.0,16930.0,1123156.0,14520.0,879627.0,West Sacramento,1000 Riverside Pkwy 170,,,brewery,Revision Brewing Co
3495,CA,95691,16930.0,16930.0,1123156.0,14520.0,879627.0,West Sacramento,2534 Industrial Blvd Ste 110,,,brewery,Bike Dog Brewing Co.
3496,CA,95692,2130.0,2130.0,125934.0,1820.0,94508.0,,,,,,
3497,CA,95693,3290.0,3290.0,351594.0,2420.0,199261.0,,,,,,
3498,CA,95694,4560.0,4560.0,324475.0,3940.0,220133.0,Winters,27260 Highway 128,,,brewery,Berryessa Brewing Company
3499,CA,95694,4560.0,4560.0,324475.0,3940.0,220133.0,Winters,27260 State Highway 128,38.5135,-122.0025,brewery,Berryessa Brewing Co
3500,CA,95694,4560.0,4560.0,324475.0,3940.0,220133.0,Winters,7 E Main St D,,,brewery,Hooby's Brewing LLC
3501,CA,95695,16920.0,16920.0,1126081.0,14040.0,706593.0,Woodland,175 W Main St,38.67714557,-121.7923663,brewery,Black Dragon Brewery
3502,CA,95695,16920.0,16920.0,1126081.0,14040.0,706593.0,Woodland,435 Main St,,,brewery,Father Paddys Local Irish Public House
3503,CA,95695,16920.0,16920.0,1126081.0,14040.0,706593.0,Woodland,750 Dead Cat Aly,,,brewery,Blue Note Brewing Co
3504,CA,95697,330.0,330.0,15186.0,280.0,10515.0,,,,,,
3505,CA,95698,120.0,120.0,10215.0,90.0,5125.0,,,,,,
3506,CA,95701,440.0,440.0,27543.0,320.0,17461.0,,,,,,
3507,CA,95703,880.0,880.0,58111.0,590.0,36056.0,,,,,,
3508,CA,95709,2280.0,2280.0,163265.0,1630.0,93383.0,Camino,2380 Larsen Dr,,,brewery,Jack Russell Brewing Co.
3509,CA,95713,3620.0,3620.0,238379.0,2690.0,150792.0,,,,,,
3510,CA,95714,170.0,170.0,8617.0,120.0,5724.0,,,,,,
3511,CA,95717,110.0,110.0,6612.0,70.0,2992.0,,,,,,
3512,CA,95722,2450.0,2450.0,263029.0,1660.0,130349.0,,,,,,
3513,CA,95726,3900.0,3900.0,239254.0,2970.0,157426.0,,,,,,
3514,CA,95728,240.0,240.0,16098.0,180.0,9902.0,,,,,,
3515,CA,95736,640.0,640.0,42149.0,470.0,24641.0,,,,,,
3516,CA,95742,5690.0,5690.0,521176.0,5070.0,431067.0,Rancho Cordova,11366 Monier Park Pl,38.5818,-121.2611,brewery,Claimstake Brewing
3517,CA,95742,5690.0,5690.0,521176.0,5070.0,431067.0,Rancho Cordova,11354 White Rock Rd 100,38.5906,-121.2562,brewery,Thin Line Brewing Co
3518,CA,95746,10480.0,10480.0,1879760.0,7820.0,1069875.0,,,,,,
3519,CA,95747,29580.0,29580.0,2754927.0,22990.0,1954772.0,,,,,,
