,Brewery,Address,City,State,ZIP Code
6685,swashbuckler brewing co,2775 lebanon rd,Manheim,PA,17545.0
6686,tannery run brew works,131 e. butler ave,Ambler,PA,19002.0
6687,tattered flag brewery,1 s union st,Middletown,PA,17057.0
6688,taylor house brewing co,76 lehigh st,Catasauqua,PA,18032.0
6689,ten7 brewing company,510 beaver st,North Wales,PA,19454.0
6690,the brewery at hershey,598 schoolhouse rd,Middletown,PA,17057.0
6691,"the brewery böser geist brewing co., llc",1250 simon blvd unit k100,Easton,PA,18042.0
6692,the harmony inn,230 mercer st,Harmony,PA,16037.0
6693,the millworks brewery,340 verbeke st,Harrisburg,PA,17102.0
6694,the north slope brewing company,2439 sr 309 hwy,Dallas,PA,18612.0
6695,the other farm & forge,128 e philadelphia ave ste 1,Boyertown,PA,19512.0
6696,the proper brewing company,117 w broad st,Quakertown,PA,18951.0
6697,the vegetable hunter,614 n 2nd st,Harrisburg,PA,17101.0
6699,thirsty farmer brew works,290 cashtown road,Biglerville,PA,17307.0
6700,timber creek tap & table,11191 highline dr,Meadville,PA,16335.0
6701,tin lizard brewing co,1000 w lancaster ave,Bryn Mawr,PA,19010.0
6702,tired hands brewing co,16 ardmore ave,Ardmore,PA,19003.0
6704,tower hill brewery,237 w butler ave,Chalfont,PA,18914.0
6705,trails to ales brewery,1270 liberty st.,Franklin,PA,16323.0
6707,triumph brewing co of new hope,400 union square dr,New Hope,PA,18938.0
6708,troegs brewing co,200 e hershey park dr,Hershey,PA,17033.0
6710,tuned up brewing company,135 n main st,Spring City,PA,19475.0
6711,turkey hill brewing co pub,991 central rd,Bloomsburg,PA,17815.0
6712,twisted bine beer co.,93 e main st,Mount Joy,PA,17552.0
6713,two rivers brewing co,542 northampton st,Easton,PA,18042.0
6714,union barrel works,6 n reamstown rd,Stevens,PA,17578.0
6715,urban village brewing company,1001 n 2nd st,Philadelphia,PA,19123.0
6716,vault brewing co,10 s main st,Morrisville,PA,19067.0
6717,victory brewing co,3127 lower valley rd,Parkesburg,PA,19365.0
6720,voodoo brewing co,215 1/2 arch st,Meadville,PA,16335.0
6722,wacker brewing co,417 w grant st,Lancaster,PA,17603.0
6723,wallenpaupack brewing company,73 welwood ave,Hawley,PA,18428.0
6724,war streets brewery,902 western ave,Pittsburgh,PA,15233.0
6725,warehouse gourmet bistro & brew pub,7 pennsylvania ave,Hanover,PA,17331.0
6727,washington brewing co,28 e maiden st,Washington,PA,15301.0
6728,well crafted beer company,310 madison st ste b100,Lansdale,PA,19446.0
6729,wellsboro house,34 charleston st,Wellsboro,PA,16901.0
6730,western pennsylvania brewing co,119 jefferson st,Latrobe,PA,15650.0
6731,weyerbacher brewing co,905 line st ste g,Easton,PA,18042.0
6732,whitehorse brewing llc,824 diamond st,Berlin,PA,15530.0
6733,wissahickon brewing company,3705 w school house ln,Philadelphia,PA,19129.0
6735,workhorse brewing co,250 king manor dr,King Of Prussia,PA,19406.0
6736,wrong crowd beer company,944 e haverford ave,Bryn Mawr,PA,19010.0
6737,wyndridge farm brewing,885 s pleasant ave,Dallastown,PA,17313.0
6738,yards brewing co,500 spring garden st,Philadelphia,PA,19123.0
6739,yellow bridge brewing co.,2266 route 66,Delmont,PA,15626.0
6740,yergey brewing,518b bank st,Emmaus,PA,18049.0
6741,yorkholo brewing co,19 n main st,Mansfield,PA,16933.0
6742,zeroday brewing company,250 reily st ste 103,Harrisburg,PA,17102.0
6743,84 aleworks brewing & tavern,15 canal st,Westerly,RI,2891.0
6744,apponaug brewing,334 knright street,Warwick,RI,2886.0
6745,beer on earth,6670 post rd,North Kingstown,RI,2852.0
6746,buttonwoods brewery,530 wellington ave ste 22,Cranston,RI,2910.0
6747,coddington brewing co,210 coddington hwy,Middletown,RI,2842.0
6748,crooked current brewery,560 mineral spring ave ste 2-112,Pawtucket,RI,2860.0
6749,foolproof brewing company,241 grotto ave,Pawtucket,RI,2860.0
6750,grey sail brewing co. llc,63 canal st,Westerly,RI,2891.0
6751,isle brewers guild,461 main st,Pawtucket,RI,2860.0
6752,linesider brewing company,1485 south county trail ste 201,East Greenwich,RI,2818.0
6753,long live beerworks,425 w fountain st unit 104,Providence,RI,2903.0
6754,mohegan cafe and brewery,213 water st,Block Island,RI,2807.0
6756,newport craft brewing and distilling,293 jt connell hwy,Newport,RI,2840.0
6757,proclamation ale company,298 kilvert street,Warwick,RI,2886.0
6758,providence brewing company,1920 mineral spring avenue unit 11,Providence,RI,2904.0
6759,ragged island brewing company,200 high point ave unit b6,Portsmouth ,RI,2871.0
6760,ravenous brewing company,840 cumberland hill rd,Woonsocket,RI,2895.0
6761,revival brewing,505 atwood ave,Cranston,RI,2920.0
6762,"shaidzon beer company, llc",141 fairgrounds rd.,West Kingston,RI,2892.0
6763,smug brewing,100 carver st,Pawtucket,RI,2860.0
6764,sons of liberty beer & spirits co.,1425 kingstown rd,Wakefield,RI,2879.0
6765,taproot brewing co / newport vineyards,909 e main rd,Middletown,RI,2842.0
6766,tilted barn brewery,1 helmsley pl,Exeter,RI,2822.0
6767,trinity brewhouse,186 fountain st,Providence,RI,2903.0
6768,union station brewery,36 exchange ter ste 2,Providence,RI,2903.0
6769,whalers brewing company,po box 816,Wakefield,RI,2880.0
6770,13 stripes brewery,"250 mill st, suite pw3101",Taylors,SC,29687.0
6771,aiken brewing co,140 laurens st sw,Aiken,SC,29801.0
6772,amor artis brewing,204 main st suite #101,Fort Mill,SC,29715.0
6773,angry fish brewing company,106 fabrister ln ste c,Lexington,SC,29072.0
6774,benford brewing co.,2271 boxcar rd,Lancaster,SC,29720.0
6775,birds fly south ale project,1320 hampton avenue ext bay 12,Greenville,SC,29601.0
6777,blue ridge brewing co,308 trade st,Greer,SC,29651.0
6779,brewery 85,6 whitlee ct,Greenville,SC,29607.0
6781,carolina bauernhaus ales,115 federal st,Anderson,SC,29625.0
6782,charles towne fermentory,809 savannah hwy,Charleston,SC,29407.0
6783,ciclops cyderi and brewery,197 e saint john st,Spartanburg,SC,29306.0
6784,coast brewing co,1250 n 2nd st,North Charleston,SC,29405.0
6785,columbia craft brewing company,520 greene st,Columbia,SC,29201.0
6786,commonhouse aleworks,4831 ohear ave,North Charleston,SC,29405.0
6787,conquest brewing co.,947 s stadium rd,Columbia,SC,29201.0
6788,cooper river brewing company,2201-b mechanic st,Charleston,SC,29405.0
6789,cottontown brew lab,1223 franklin st,Columbia,SC,29201.0
6790,dockery's,186 seven farms dr ste f399,Charleston,SC,29492.0
6791,dust off brewing co.,130 w white st ste a,Rock Hill,SC,29730.0
6792,edmund’s oast brewing co,1505 king st extension suite 115,Charleston,SC,29405.0
6793,edmund’s oast restaurant,1081 morrison dr,Charleston,SC,29403.0
6794,fam's brewing company,1291 folly rd,Charleston,SC,29412.0
6795,fat pig brewing co.,3690 old charleston road,Johns Island,SC,29455.0
6796,fatty's beer works,1436 meeting street rd,Charleston,SC,29405.0
6797,fireforge crafted beer,311 e washington st,Greenville,SC,29601.0
6798,freehouse brewery,2895 pringle st ste b,Charleston,SC,29405.0
6799,frothy beard brewing co,1401 sam rittenberg blvd ste 1,Charleston,SC,29407.0
6800,ghost monkey brewery,522 wando ln,Mount Pleasant,SC,29464.0
6801,golden grove farm & brew,115 krim rd,Pelzer,SC,29669.0
6802,good times brewing,237 maxwell ave,Greenwood,SC,29646.0
6803,gordon biersch brewery restaurant - myrtle beach,3060 howard ave,Myrtle Beach,SC,29577.0
6805,hilton head brewing co,1 cardinal ct ste 13,Hilton Head Island,SC,29926.0
6806,holliday brewing,1802 drayton rd ste 125,Spartanburg,SC,29307.0
6807,holy city brewing,4155 dorchester rd ste c,Charleston,SC,29405.0
6808,hunter gatherer brewery and alehouse,900 main st,Columbia,SC,29201.0
6811,iron hill brewery & restaurant - greenville,741 haywood rd,Greenville,SC,29607.0
6813,krafty draft brew pub,269 charter oak rd,Lexington,SC,29072.0
6814,legal remedy brewing,129 oakland ave,Rock Hill,SC,29730.0
6815,liability brewing co.,109 w stone ave ste d,Greenville,SC,29609.0
6816,liberty steakhouse and brewery,1321 celebrity cir,Myrtle Beach,SC,29577.0
6817,local motive brewing company,123 n dargan st,Florence,SC,29501.0
6818,lo-fi brewing,2038 meeting st rd,North Charleston,SC,29405.0
6820,low tide brewing,2863 maybank hwy,Johns Island,SC,29455.0
6822,munkle brewing company,1513 meeting street rd,Charleston,SC,29405.0
6823,new groove artisan brewery,4078 highway 9,Boiling Springs,SC,29316.0
6824,new south brewing co,1109 campbell st,Myrtle Beach,SC,29577.0
6825,oak road brewery,108 e 3rd north st ste c,Summerville,SC,29483.0
6826,old mill brewpub,711 e main st,Lexington,SC,29072.0
6827,palmetto brewing co,289 huger st bldg b,Charleston,SC,29403.0
6828,pawleys island brewing company,2668 industrial ave,North Charleston,SC,29405.0
6829,plankowner brewing co,109 sloane garden rd,Boiling Springs ,SC,29316.0
6830,quest brewing company,55 airview dr,Greenville,SC,29607.0
6831,quigley's pint and plate,257 willbrook blvd,Pawleys Island,SC,29585.0
6832,rail line brewing,301 n main st,Simpsonville,SC,29681.0
6833,revelry brewing co.,10 conroy st,Charleston,SC,29403.0
6834,river dog brewing co,591 browns cove rd unit h,Ridgeland,SC,29936.0
6835,river rat brewery,1231 shop rd,Columbia,SC,29201.0
6836,rj rockers brewing co,226 w main st ste a,Spartanburg,SC,29306.0
6837,rock hill brewing company,"121 caldwell street, ste 101",Rock Hill,SC,29730.0
6838,rusty bull brewing company,3005 w montague ave ste 110,North Charleston,SC,29418.0
6839,salt marsh brewing,203 bluffton rd,Bluffton,SC,29910.0
6841,seminar brewing,551 w lucas st,Florence,SC,29501.0
6842,shoeless brewing company,"104 mauldin rd., suite a",Greenville,SC,29605.0
6843,slow play brewing company,274 columbia ave ste 101,Rock Hill,SC,29730.0
6844,snafu brewing company,3280 industry dr,Charleston,SC,29418.0
6845,southern barrel brewing company,375 buckwalter place blvd,Bluffton,SC,29910.0
6846,southern hops brewing co.,911 sunset acres ln,Florence,SC,29501.0
6847,steel hands brewing,2350 foreman st,Cayce,SC,29033.0
6848,swamp cabbage brewing company,921 brookwood dr,Columbia,SC,29201.0
6849,swamp rabbit brewery and taproom,26 s main st,Travelers Rest,SC,29690.0
6850,the beer den cavern @ lowes food,2815 woodruff rd,Simpsonville,SC,29681.0
6851,the eighth state brewing company,400 augusta st ste 120,Greenville,SC,29601.0
6852,the hold by revelry brewing,36 romney st,Charleston,SC,29403.0
6853,the southern growl,6 s buncombe rd,Greer,SC,29650.0
6854,the velo fellow,1 augusta st #126,Greenville,SC,29601.0
6856,thomas creek brewery,2054 piedmont hwy,Greenville,SC,29605.0
6857,tradesman brewing company,1647 king street ext,Charleston,SC,29405.0
6858,twisted cypress brewing company,1897 sam rittenberg blvd,Charleston,SC,29407.0
6859,twisted spur brewing,705 gervais st ste a,Columbia,SC,29201.0
6860,two blokes brewing co.,547 long point rd ste 101,Mount Pleasant,SC,29464.0
6861,westbrook brewing co,510 ridge rd,Mount Pleasant,SC,29464.0
6862,wide awake brewing company,1907 varner street b500,Summerville,SC,29486.0
6863,wild ace pizza & pub,103 depot st,Greer,SC,29651.0
6864,yee-haw brewing- greenville,307 e mcbee ave suite c,Greenville,SC,29601.0
6865,a homestead brew,26685 486th ave,Valley Springs,SD,57068.0
6866,ben's brewing co,222 w 3rd st,Yankton,SD,57078.0
6871,buffalo ridge brewing,102 n main ave,Hartford,SD,57033.0
6872,crow peak brewing co,125 w highway 14,Spearfish,SD,57783.0
6873,dakota point brewing llc,405 canal st ste 1200,Rapid City,SD,57701.0
6874,dakota shivers brewing,717 w main st,Lead,SD,57754.0
6875,dakota territory brewing,224 s main st,Aberdeen,SD,57401.0
6876,"dempseys brewery, pub",127 n broadway,Watertown,SD,57201.0
6877,eponymous brewing co,126 main ave s,Brookings,SD,57006.0
6878,fernson brewing company,1400 e robur dr,Sioux Falls,SD,57104.0
6879,firehouse brewing co,610 main st,Rapid City,SD,57701.0
6880,gandy dancer brew works,420 e 8th st,Sioux Falls,SD,57103.0
6881,granite city food & brewery (#2),2620 s louise ave,Sioux Falls,SD,57106.0
6882,hay camp brewing company,601 kansas city st,Rapid City,SD,57701.0
6883,highway 79 brewery,27631 sd hwy 79,Hot Springs,SD,57747.0
6884,hydra beer company,2425 s shirley ave ste 112,Sioux Falls,SD,57106.0
6885,lean horse productions,600 meier ave,Spearfish,SD,57783.0
6886,lost cabin beer co.,1401 w omaha street suite 3,Rapid City,SD,57701.0
6887,miner brewing co,23845 highway 385,Hill City,SD,57745.0
6888,mt. rushmore brewing company,140 mt rushmore rd,Custer,SD,57730.0
6890,panacea brewing company / remedy brewing company,401 e 8th st ste 120,Sioux Falls,SD,57103.0
6891,sawyer brewing company,2537 yukon pl,Spearfish,SD,57783.0
6893,sick n twisted brewing co,23851 highway 385 ste a,Hill City,SD,57745.0
6895,the knuckle brewing company,918 2nd st,Sturgis,SD,57785.0
6896,watertown brewing co,113 e kemp ave,Watertown,SD,57201.0
6897,wooden legs brewing co,309 5th st ste 100,Brookings,SD,57006.0
6898,woodgrain brewing company,101 s phillips ave ste 100,Sioux Falls,SD,57104.0
6899,zymurcracy beer company,4624 creek dr ste 6,Rapid City,SD,57703.0
6900,abridged beer company,100 lockett rd,Knoxville,TN,37919.0
6902,alliance brewing company,1130 sevier ave,Knoxville,TN,37920.0
6903,asgard brewing company,104 e 5th st,Columbia,TN,38401.0
6905,balter beerworks,100 s broadway st,Knoxville,TN,37902.0
6907,bearded iris brewing,101 van buren st,Nashville,TN,37208.0
6908,big frog brewing company,2122 dayton blvd,Red Bank,TN,37415.0
6909,big river grille & brewing works - chattanooga,222 broad st,Chattanooga,TN,37402.0
6910,blackberry farm brewery,910 e harper ave,Maryville,TN,37804.0
6911,blackhorse pub and brewery,132 franklin st,Clarksville,TN,37040.0
6912,blackhorse pub and brewery -  knoxville,441 n hall rd,Alcoa,TN,37701.0
6913,blackstone brewing co,2312 clifton ave,Nashville,TN,37209.0
6914,blues city brewing co,5151 e raines rd,Memphis,TN,38118.0
6915,boscos squared,2120 madison ave,Memphis,TN,38104.0
6919,briarscratch brewing,highway 25,Cottontown,TN,37048.0
6920,buck bald brewing corporation,160 ocoee st #121,Copperhill,TN,37317.0
6921,calfkiller brewing co,1839 blue springs rd,Sparta,TN,38583.0
6922,chattanooga brewing co,1804 chestnut st,Chattanooga,TN,37408.0
6923,clinch river brewing,2045 norris freeway,Norris,TN,37828.0
6925,cool springs brewery,600a frazier dr ste 135,Franklin,TN,37067.0
6926,copperhill brewery,105 ocoee st,Copperhill,TN,37317.0
6927,corsair artisan llc,1200 clinton st ste 110,Nashville,TN,37203.0
6928,crafty bastard brewery,6 emory pl,Knoxville,TN,37917.0
6929,crosstown brewing company,1264 concourse ave,Memphis,TN,38104.0
6930,czann's brewing,505 lea ave,Nashville,TN,37203.0
6932,depot street brewing co,904 depot st,Jonesborough,TN,37659.0
6933,downtown grill & brewery / woodruff brewing,424 s gay st,Knoxville,TN,37902.0
6934,east nashville beer works,320 e trinity ln,Nashville,TN,37207.0
6935,elderbrew,24 6th st,Bristol,TN,37620.0
6936,elkmont exchange brewery and eating house,745 n broadway st,Knoxville,TN,37917.0
6937,fanatic brewing company,2735 n central st,Knoxville,TN,37917.0
6938,fat bottom brewing,800 44th ave n,Nashville,TN,37209.0
6941,ghost river brewing,827 s main st,Memphis,TN,38106.0
6942,gladiator brewing co.,1050 international blvd ste b,Clarksville,TN,37040.0
6945,half batch brewing,393 e main st suite 6a,Hendersonville,TN,37075.0
6946,happy trails brewing company,120 paula ln,Sparta,TN,38583.0
6947,harding house brewing company,904 51st ave n,Nashville,TN,37209.0
6948,heaven & ale brewing co,300 cherokee blvd ste 101,Chattanooga,TN,37405.0
6949,hexagon brewing co,1002 dutch valley dr ste 101,Knoxville,TN,37918.0
6950,high cotton brewing,598 monroe ave,Memphis,TN,38103.0
6951,hix farm brewery,54 s cedar ave,Cookeville,TN,38501.0
6952,holston river brewing company,2623 volunteer pkwy,Bristol,TN,37620.0
6953,honky tonk brewing co,240 cumberland bnd,Nashville,TN,37228.0
6955,hutton & smith brewing company,431 e martin luther king blvd # 120,Chattanooga,TN,37403.0
6956,"jackalope brewing company, llc",701 8th ave south,Nashville,TN,37203.0
6957,jig head brewing company,310 newman dr,Cookeville,TN,38501.0
6958,johnson city brewing co,410 e state of franklin rd,Johnson City,TN,37601.0
6959,jrh brewing,458 w walnut st,Johnson City,TN,37604.0
6960,jubilee craft beer co,3430 hampton ave,Nashville,TN,37215.0
6961,kings bluff brewery,128 university ave,Clarksville,TN,37040.0
6962,last days of autumn brewing,808 e magnolia ave,Knoxville,TN,37917.0
6963,lilly pad hopyard brewery,920 ridge rd,Lancing,TN,37770.0
6964,little harpeth brewing co,30 oldham st,Nashville,TN,37213.0
6966,mad knight brewing company,4015 tennessee ave,Chattanooga,TN,37409.0
6967,mantra artisan ales,216 noah dr ste 140,Franklin,TN,37064.0
6968,mayday brewery,521 old salem rd ste c,Murfreesboro,TN,37129.0
6969,meddlesome brewing company,7750 trinity rd ste 114,Cordova,TN,38018.0
6971,memphis made brewing company,768 s cooper st,Memphis,TN,38104.0
6972,mill creek brewing co.,2008b johnson industrial blvd,Nolensville,TN,37135.0
6973,moccasin bend brewing co,3210 broad st # b,Chattanooga,TN,37408.0
6974,monkey town brewing company,287 1st ave,Dayton,TN,37321.0
6975,new heights brewing co,928 5th ave s,Nashville,TN,37203.0
6977,oddstory brewing co,336 e mlk,Chattanooga,TN,37403.0
6979,ole shed brewing company,516 e carroll st,Tullahoma,TN,37388.0
6981,perrylodgic brewing company,3465 us-79 n,Paris,TN,38242.0
6982,pretentious beer co,131 s central st,Knoxville,TN,37902.0
6983,printshop beer co,1532 island home ave,Knoxville,TN,37920.0
6984,red silo brewing co,118 w 1st st,Cookeville,TN,38501.0
6985,rock bottom brewery - nashville,111 broadway,Nashville,TN,37201.0
6986,rock'n dough pizza and brewery,16 jackson walk plaza,Jackson,TN,38301.0
6988,schulz brau brewing company,126 bernard ave,Knoxville,TN,37917.0
6989,sleepy owl brewery,151 e main st ste 200,Kingsport,TN,37660.0
6990,smith & lentz brewing,903 main st,Nashville,TN,37206.0
6991,smoky mountain brewery (#1),6515 kingston pike,Knoxville,TN,37919.0
6992,smoky mountain brewery (#2) - gatlinburg,1004 parkway ste 501,Gatlinburg,TN,37738.0
6993,smoky mountain brewery (#3) - pigeon forge,2530 parkway ste 15,Pigeon Forge,TN,37863.0
6994,smoky mountain brewery (#4) - turkey creek,11308 parkside dr,Knoxville,TN,37934.0
6995,southern grist brewing company,1201 porter rd,Nashville,TN,37206.0
6996,strawberry alley ale works,103 strawberry aly,Clarksville,TN,37040.0
6997,tailgate brewery,7300 charlotte pike,Nashville,TN,37209.0
